source_label,source_id,target_label,target_id,relation_type
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/945294,A_ATTRIBUE
Project,2023/945294,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/950893,A_ATTRIBUE
Project,2023/950893,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/973335,A_ATTRIBUE
Project,2023/973335,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/960953,A_ATTRIBUE
Project,2023/960953,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/959801,A_ATTRIBUE
Project,2023/959801,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,DİĞER ÖZEL BÜTÇELİ KURULUŞLAR,AdminInt,VAKIFLAR GENEL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,VAKIFLAR GENEL MÜDÜRLÜĞÜ,Administration,Vakıflar Bölge Müdürlüğü-Hatay DİĞER ÖZEL BÜTÇELİ KURULUŞLAR VAKIFLAR GENEL MÜDÜRLÜĞÜ,DELEGUE
Administration,Vakıflar Bölge Müdürlüğü-Hatay DİĞER ÖZEL BÜTÇELİ KURULUŞLAR VAKIFLAR GENEL MÜDÜRLÜĞÜ,Project,2023/923508,A_ATTRIBUE
Project,2023/923508,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/910467,A_ATTRIBUE
Project,2023/910467,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,DELEGUE
Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Project,2023/923234,A_ATTRIBUE
Project,2023/923234,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/927499,A_ATTRIBUE
Project,2023/927499,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/745796,A_ATTRIBUE
Project,2023/745796,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/928953,A_ATTRIBUE
Project,2023/928953,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,ANTAKYA BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,DELEGUE
Administration,ANTAKYA BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,Project,2023/875353,A_ATTRIBUE
Project,2023/875353,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/892049,A_ATTRIBUE
Project,2023/892049,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/890572,A_ATTRIBUE
Project,2023/890572,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/915397,A_ATTRIBUE
Project,2023/915397,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/903911,A_ATTRIBUE
Project,2023/903911,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/899898,A_ATTRIBUE
Project,2023/899898,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,"ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",AdminInt,METEOROLOJİ GENEL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,METEOROLOJİ GENEL MÜDÜRLÜĞÜ,Administration,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",DELEGUE
Administration,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",Project,2023/851471,A_ATTRIBUE
Project,2023/851471,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/890769,A_ATTRIBUE
Project,2023/890769,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,ALTINÖZÜ BELEDİYESİ,DELEGUE
Administration,ALTINÖZÜ BELEDİYESİ,Project,2023/883364,A_ATTRIBUE
Project,2023/883364,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,DELEGUE
Administration,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,Project,2023/826518,A_ATTRIBUE
Project,2023/826518,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/871047,A_ATTRIBUE
Project,2023/871047,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/820282,A_ATTRIBUE
Project,2023/820282,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/848564,A_ATTRIBUE
Project,2023/848564,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/836407,A_ATTRIBUE
Project,2023/836407,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,"ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",AdminInt,METEOROLOJİ GENEL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,METEOROLOJİ GENEL MÜDÜRLÜĞÜ,Administration,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",DELEGUE
Administration,"HATAY METEOROLOJİ MÜDÜRLÜĞÜ ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ BAKANLIĞI",Project,2023/832552,A_ATTRIBUE
Project,2023/832552,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,TARIM VE ORMAN BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/817575,A_ATTRIBUE
Project,2023/817575,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/817346,A_ATTRIBUE
Project,2023/817346,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/794591,A_ATTRIBUE
Project,2023/794591,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/791244,A_ATTRIBUE
Project,2023/791244,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/779509,A_ATTRIBUE
Project,2023/779509,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/786059,A_ATTRIBUE
Project,2023/786059,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/785837,A_ATTRIBUE
Project,2023/785837,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/776498,A_ATTRIBUE
Project,2023/776498,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/763135,A_ATTRIBUE
Project,2023/763135,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/762242,A_ATTRIBUE
Project,2023/762242,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/764674,A_ATTRIBUE
Project,2023/764674,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/745063,A_ATTRIBUE
Project,2023/745063,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
