source_label,source_id,target_label,target_id,relation_type
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/745476,A_ATTRIBUE
Project,2023/745476,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/745144,A_ATTRIBUE
Project,2023/745144,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/738621,A_ATTRIBUE
Project,2023/738621,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/735916,A_ATTRIBUE
Project,2023/735916,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/735920,A_ATTRIBUE
Project,2023/735920,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/735900,A_ATTRIBUE
Project,2023/735900,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/733716,A_ATTRIBUE
Project,2023/733716,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/729603,A_ATTRIBUE
Project,2023/729603,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/729555,A_ATTRIBUE
Project,2023/729555,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,DELEGUE
Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Project,2023/683956,A_ATTRIBUE
Project,2023/683956,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/688485,A_ATTRIBUE
Project,2023/688485,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/689304,A_ATTRIBUE
Project,2023/689304,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/670811,A_ATTRIBUE
Project,2023/670811,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/686268,A_ATTRIBUE
Project,2023/686268,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/681434,A_ATTRIBUE
Project,2023/681434,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/678940,A_ATTRIBUE
Project,2023/678940,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/676303,A_ATTRIBUE
Project,2023/676303,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/676185,A_ATTRIBUE
Project,2023/676185,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/677548,A_ATTRIBUE
Project,2023/677548,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/671355,A_ATTRIBUE
Project,2023/671355,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/648144,A_ATTRIBUE
Project,2023/648144,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/657912,A_ATTRIBUE
Project,2023/657912,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI,AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,SUPERVISE
AdminInt,HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,DELEGUE
Administration,YATIRIM İZLEME MÜDÜRLÜĞÜ YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIKLARI HATAY YATIRIM İZLEME VE KOORDİNASYON BAŞKANLIĞI,Project,2023/631691,A_ATTRIBUE
Project,2023/631691,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/629899,A_ATTRIBUE
Project,2023/629899,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/609829,A_ATTRIBUE
Project,2023/609829,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/620287,A_ATTRIBUE
Project,2023/620287,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,T.C. ARSUZ BELEDİYESİ,DELEGUE
Administration,T.C. ARSUZ BELEDİYESİ,Project,2023/583906,A_ATTRIBUE
Project,2023/583906,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/589667,A_ATTRIBUE
Project,2023/589667,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,MİLLİ EĞİTİM BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Hatay İl Milli Eğitim Müdürlüğü- MİLLİ EĞİTİM BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/589323,A_ATTRIBUE
Project,2023/589323,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ,AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,SUPERVISE
AdminInt,GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,DELEGUE
Administration,HATAY GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ GENÇLİK VE SPOR İL MÜDÜRLÜKLERİ GENÇLİK VE SPOR İL MÜDÜRLÜĞÜ,Project,2023/548316,A_ATTRIBUE
Project,2023/548316,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,DELEGUE
Administration,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,Project,2023/514041,A_ATTRIBUE
Project,2023/514041,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,DELEGUE
Administration,PAYAS BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,Project,2023/498912,A_ATTRIBUE
Project,2023/498912,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,DELEGUE
Administration,İSKENDERUN BELEDİYESİ FEN İŞLERİ MÜDÜRLÜĞÜ,Project,2023/477860,A_ATTRIBUE
Project,2023/477860,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,TARIM VE ORMAN BAKANLIĞI,AdminInt,BAKAN YARDIMCILIKLARI,SUPERVISE
AdminInt,BAKAN YARDIMCILIKLARI,Administration,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,DELEGUE
Administration,Tarım ve Orman Bakanlığı İl Müdürlüğü TARIM VE ORMAN BAKANLIĞI BAKAN YARDIMCILIKLARI,Project,2023/473700,A_ATTRIBUE
Project,2023/473700,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,REYHANLI BELEDİYESİ İDARİ VE MALİ HİZMETLER MÜDÜRLÜĞÜ,DELEGUE
Administration,REYHANLI BELEDİYESİ İDARİ VE MALİ HİZMETLER MÜDÜRLÜĞÜ,Project,2023/480814,A_ATTRIBUE
Project,2023/480814,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/462749,A_ATTRIBUE
Project,2023/462749,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/467409,A_ATTRIBUE
Project,2023/467409,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/398732,A_ATTRIBUE
Project,2023/398732,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminSup,YÜKSEKÖĞRETİM KURUMLARI,AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,SUPERVISE
AdminInt,HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,DELEGUE
Administration,Yapı İşleri ve Teknik Daire Başkanlığı YÜKSEKÖĞRETİM KURUMLARI HATAY MUSTAFA KEMAL ÜNİVERSİTESİ,Project,2023/389321,A_ATTRIBUE
Project,2023/389321,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,REYHANLI BELEDİYESİ İDARİ VE MALİ HİZMETLER MÜDÜRLÜĞÜ,DELEGUE
Administration,REYHANLI BELEDİYESİ İDARİ VE MALİ HİZMETLER MÜDÜRLÜĞÜ,Project,2023/323039,A_ATTRIBUE
Project,2023/323039,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/259264,A_ATTRIBUE
Project,2023/259264,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE
AdminInt,BELEDİYELER,Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,DELEGUE
Administration,HATAY BÜYÜKŞEHİR BELEDİYESİ SATIN ALMA DAİRESİ BAŞKANLIĞI,Project,2023/258430,A_ATTRIBUE
Project,2023/258430,Procedure,Yapım - Pazarlık - Pazarlık (MD 21 B),UTILISE_PROCÉDURE